A28	18	ALENCON NORD	A88	16	SEES	6,20	10,50	14,80	19,70	3,70
A28	18	ALENCON NORD	A11	12	SEICHES	13,40	20,60	30,10	41,00	7,80
A28	18	ALENCON NORD	A28	20	SILLE LE GUILLAUME / MAMERS	1,20	2,20	2,80	4,40	0,80
A28	18	ALENCON NORD	A81	1	SILLE LE GUILLAUME / SABLE	7,30	12,70	21,10	28,60	4,70
A28	18	ALENCON NORD	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	14,80	23,10	35,90	48,00	9,30
A28	18	ALENCON NORD	A81	-	VITRE (LA GRAVELLE)	14,90	25,00	38,70	52,00	9,50
A28	19	ALENCON SUD	A11	1	ABLIS	20,90	32,80	52,10	71,40	12,70
A28	19	ALENCON SUD	A28	18	ALENCON NORD	0,50	1,00	1,40	2,00	0,40
A28	19	ALENCON SUD	A11	-	ANGERS (CORZE)	15,30	23,30	34,20	44,20	9,20
A28	19	ALENCON SUD	A88	-	ARGENTAN	10,80	19,30	28,10	37,10	6,40
A28	19	ALENCON SUD	A28	23	AUVOURS (LE MANS ZI SUD)	4,70	7,80	11,10	14,70	3,00
A28	19	ALENCON SUD	A85	1	BEAUFORT EN VALLEE	14,60	23,00	31,60	42,70	9,10
A28	19	ALENCON SUD	A28	21	BEAUMONT SUR SARTHE	1,70	2,40	3,60	5,20	1,00
A28	19	ALENCON SUD	A28	14	BERNAY	20,00	32,60	48,40	66,40	12,30
A28	19	ALENCON SUD	A85	5	BOURGUEIL	19,20	29,10	42,60	56,60	11,90
A28	19	ALENCON SUD	A28	13	BRIONNE	25,40	41,40	58,40	78,80	16,10
A28	19	ALENCON SUD	A11	4	BROU	11,90	18,80	33,50	41,40	7,10
A28	19	ALENCON SUD	A11	2	CHARTRES EST	17,70	28,90	45,70	58,60	10,70
A28	19	ALENCON SUD	A11	3	CHARTRES-THIVARS	16,20	26,00	40,20	52,30	10,10
A28	19	ALENCON SUD	A28	26	CHATEAU DU LOIR (MONTABON)	9,00	11,90	21,00	23,10	5,30
A28	19	ALENCON SUD	A11	6	CONNERRE	7,10	11,30	16,80	21,80	4,10
A28	19	ALENCON SUD	A11	11	DURTAL	10,20	15,80	23,40	31,30	6,30
A28	19	ALENCON SUD	A28	25	ECOMMOY	7,00	10,50	17,10	19,20	4,40
A28	19	ALENCON SUD	A81	2	EVRON	10,20	16,20	25,70	33,60	6,20
A28	19	ALENCON SUD	A28	16	GACE	10,80	17,90	24,80	33,60	6,90
A28	19	ALENCON SUD	A11	3.1	ILLIERS COMBRAY	14,50	22,60	38,00	49,80	8,70
A28	19	ALENCON SUD	A11	5	LA FERTE BERNARD	8,40	14,80	22,80	30,50	5,20
A28	19	ALENCON SUD	A81	3	LAVAL EST	12,20	19,20	30,80	39,80	7,50
A28	19	ALENCON SUD	A81	4	LAVAL OUEST	13,10	20,50	33,50	42,10	8,20
A28	19	ALENCON SUD	A11	8	LE MANS CENTRE UNIVERSITE	5,10	7,90	11,40	16,10	3,30
A28	19	ALENCON SUD	A11	9	LE MANS SUD	6,10	9,60	13,90	19,60	3,90
A28	19	ALENCON SUD	A11	7	LE MANS ZI NORD	3,90	6,40	8,40	12,10	2,20
A28	19	ALENCON SUD	A85	2	LONGUE-JUMELLES	15,60	24,20	34,40	45,70	9,70
A28	19	ALENCON SUD	A28	15	ORBEC	15,70	26,10	37,30	50,70	9,90
A28	19	ALENCON SUD	A28	24	PARIGNE-L'EVEQUE	4,80	8,10	11,90	15,00	3,50
A28	19	ALENCON SUD	A10	-	PARIS (LA FOLIE BESSIN)	24,70	38,80	61,80	79,90	15,10
A28	19	ALENCON SUD	A85	-	RESTIGNE	23,00	35,00	50,30	68,00	14,10
A28	19	ALENCON SUD	A28	-	ROUMOIS	34,40	55,30	77,30	106,60	20,30
A28	19	ALENCON SUD	A11	10	SABLE-LA FLECHE	9,20	13,90	20,40	28,50	5,50
A28	19	ALENCON SUD	A85	3	SAUMUR (VIVY)	17,00	26,70	39,00	51,40	10,70
A28	19	ALENCON SUD	A88	16	SEES	6,80	11,60	16,30	21,80	4,20
A28	19	ALENCON SUD	A11	12	SEICHES	12,90	19,50	27,80	37,40	7,70
A28	19	ALENCON SUD	A28	20	SILLE LE GUILLAUME / MAMERS	0,70	1,00	1,80	2,00	0,50
A28	19	ALENCON SUD	A81	1	SILLE LE GUILLAUME / SABLE	7,10	12,40	20,20	25,50	4,50
A28	19	ALENCON SUD	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	14,30	21,90	35,40	41,50	8,90
A28	19	ALENCON SUD	A81	-	VITRE (LA GRAVELLE)	14,70	24,10	36,50	49,60	9,10
A10	11	ALLAINVILLE	A42	8	AMBERIEU EN BUGEY	60,50	93,30	150,10	198,50	34,20
A10	11	ALLAINVILLE	A39	7.1	ARLAY	54,70	85,10	138,90	181,90	30,50
A10	11	ALLAINVILLE	A10	13	ARTENAY	3,80	6,40	11,90	13,40	2,70
A10	11	ALLAINVILLE	A6	19	AUXERRE NORD	32,80	50,20	83,10	105,40	17,20
A10	11	ALLAINVILLE	A6	20	AUXERRE SUD	32,80	50,20	83,10	105,40	17,20
A10	11	ALLAINVILLE	A19	6	AUXY	15,70	23,90	40,50	49,90	8,00
A10	11	ALLAINVILLE	A6	22	AVALLON	36,90	56,80	94,00	121,00	20,10
A10	11	ALLAINVILLE	A42	6	BALAN	61,40	95,30	152,90	201,70	34,80
A10	11	ALLAINVILLE	A4	-	BARRIERE DE MONTREUIL AUX LIONS	61,70	93,20	150,10	195,10	34,30
A10	11	ALLAINVILLE	A36	5	BAUME-LES-DAMES	57,80	89,80	145,20	191,90	32,70
